T_air,wind_speed,rel_humidity,G_sol,abs_humidity,air_pressure,
3.8,2.6,0.66,94.16,3.9,1011,
5,2.8,0.62,70.6,3.8,1011,
5.2,2.4,0.63,51.18,3.8,1011,
5.2,2.5,0.67,37.54,3.8,1011,
5.1,2.2,0.71,7.25,3.7,1012,
4.6,2.9,0.77,0,3.8,1012,
4.3,1.8,0.8,0,3.8,1012,
4.5,2.9,0.83,0,3.7,1013,
4.6,2.4,0.86,0,3.6,1013,
4.2,2.2,0.91,0,3.6,1013,
3.8,2,0.94,0,3.5,1013,
3.4,1.9,0.94,0,3.4,1014,
2.6,2.4,0.93,0,3.5,1014,
2,2,0.94,0,3.5,1014,
1.8,2.8,0.95,0,3.5,1014,
3.4,2,0.94,0,3.4,1014,
3.8,2.2,0.93,0,3.4,1014,
4.3,1.9,0.94,6.68,3.3,1014,
4.6,2.1,0.96,0,3.3,1015,
4.7,1.6,0.96,12.08,3.3,1015,
4.6,1.4,0.94,41.86,3.4,1015,
5,1.8,0.9,106.69,3.6,1016,
6.2,1.8,0.86,164.65,3.6,1016,
6.5,1.9,0.81,179.9,3.6,1016,
6.5,2,0.76,177.98,3.6,1016,
6.9,1.8,0.73,84.96,3.5,1016,
6.6,1.9,0.73,25.6,3.4,1016,
6.6,1.1,0.76,22.39,3.4,1016,
6.4,1.3,0.82,7.57,3.5,1016,
6.1,1,0.85,7.18,3.5,1017,
5.3,1.2,0.85,0,3.5,1017,
2.7,1.1,0.86,0,3.4,1018,
2.5,1,0.87,0,3.3,1018,
2.2,0.8,0.9,0,3.4,1018,
2.4,0.7,0.92,0,3.5,1018,
2.6,0.7,0.94,0,3.6,1030,
2.4,0.7,0.96,0,3.8,1030,
2,0.8,0.96,0,3.9,1030,
1.9,0.9,0.96,0,3.9,1030,
1.3,0.9,0.97,0,3.9,1030,
1.2,1.1,0.97,0,4,1030,
1.8,1.1,0.98,0,4,1029,
2.1,0.9,0.98,0,4,1029,
2.4,0.5,0.98,17.61,4,1029,
2.3,0.2,0.99,50.52,4.1,1030,
2.9,0.5,1,127.89,4.2,1030,
3.6,0.7,1,180.51,4.3,1030,
4.7,1.1,0.96,259.45,4.3,1030,
5.1,1.2,0.92,172.77,4.1,1030,
5.3,1.1,0.88,167.87,4.1,1030,
5.7,1.3,0.87,98.12,4,1029,
4.4,0.9,0.88,29.33,3.9,1029,
3.4,0.7,0.89,8.5,3.8,1029,
3.4,1.2,0.91,0,3.9,1029,
3.1,0.4,0.91,0,3.9,1029,
2.9,0.3,0.92,0,3.9,1029,
2.1,0.8,0.93,0,3.9,1029,
1.7,0.6,0.94,0,3.9,1029,
2.2,0.7,0.94,0,3.9,1029,
2.6,1.3,0.94,0,3.9,1029,
2,1.2,0.94,0,3.9,1028,
0.6,1.3,0.94,0,3.8,1028,
0.4,1.1,0.91,0,3.8,1028,
0.2,1.7,0.89,0,3.7,1027,
0.3,1.4,0.91,0,3.7,1027,
0.5,1.5,0.9,0,3.7,1027,
0.5,1.5,0.9,0,3.7,1027,
0.4,2.1,0.9,14.55,3.7,1027,
0.4,2.2,0.88,62.38,3.7,1027,
0.8,2,0.87,120.17,3.8,1027,
1.6,2.3,0.86,158.82,3.9,1027,
2.3,2,0.84,162.84,3.9,1027,
2.8,1.8,0.84,287.06,3.9,1027,
3.2,1.8,0.85,128.43,3.9,1026,
3.2,1.1,0.85,82.98,3.9,1026,
3.1,0.7,0.85,61.35,3.8,1026,
2.6,0.7,0.86,7.97,3.8,1026,
1.7,0.5,0.88,0,3.8,1026,
0.5,0.5,0.89,0,3.8,1026,
1.4,0.3,0.89,0,3.8,1026,
1.5,0.5,0.9,0,3.8,1025,
1.5,0.7,0.91,0,3.8,1025,
1.6,0.3,0.9,0,3.8,1025,
1.7,0.7,0.91,0,3.8,1025,
1.6,0.4,0.93,0,3.8,1025,
1.6,0.4,0.94,0,3.8,1025,
1.8,0.3,0.92,0,3.8,1025,
2,0.2,0.92,0,3.8,1024,
2.1,0.3,0.92,0,3.9,1024,
1.8,0.5,0.92,0,3.8,1024,
1.2,0.7,0.94,0,3.9,1024,
0.4,0.7,0.95,15.13,3.9,1024,
1,0.7,0.93,79.18,4,1024,
1.5,0.9,0.89,155.79,4.1,1024,
2.9,1.2,0.83,274.61,4.3,1024,
3.6,1.4,0.77,287.9,4.2,1023,
4.3,1.5,0.74,197.44,4.1,1023,
4.8,1.8,0.76,200.95,4.1,1022,
4.2,1.7,0.81,119.35,4.2,1022,
4,1.2,0.85,42.72,4.3,1022,
3.3,0.8,0.89,6.85,4.4,1022,
1.8,0.5,0.94,0,4.5,1022,
0.2,0.6,0.96,0,4.5,1022,
-0.8,0.4,0.96,0,4.5,1022,
-1.3,1.4,0.96,0,4.4,1022,
-1,1.5,0.95,0,4.3,1022,
-0.1,0.8,0.95,0,4.2,1022,
-0.2,0.6,0.94,0,4.1,1022,
-1.1,0.3,0.93,0,4.1,1022,
-1.6,0.5,0.92,0,4,1022,
-1.7,0.9,0.9,0,3.8,1022,
-2,0.8,0.88,0,3.7,1021,
-1.9,1,0.88,0,3.7,1021,
-1.9,0.5,0.89,0,3.6,1021,
-1.1,1.1,0.88,0,3.5,1021,
-0.1,1.4,0.84,12.31,3.4,1021,
0.5,1.3,0.82,22.8,3.4,1022,
0.5,1.5,0.8,66.72,3.4,1022,
1,1.9,0.75,127.93,3.4,1022,
2,2.1,0.72,180.45,3.4,1021,
3.1,2.4,0.71,65.61,3.4,1021,
3.4,2.4,0.7,70.83,3.4,1021,
3.2,1.9,0.7,36.26,3.4,1020,
2.4,1.5,0.71,21.31,3.3,1020,
2.3,1.1,0.74,9.55,3.1,1020,
1.8,1.1,0.76,0,2.9,1020,
1.2,0.7,0.78,0,2.9,1020,
1.4,0.6,0.79,0,2.8,1020,
2,0.2,0.82,0,2.7,1019,
1.9,0.9,0.84,0,2.7,1019,
2.1,0.7,0.84,0,2.8,1019,
1.7,0.7,0.86,0,2.8,1019,
1.3,0.6,0.86,0,2.7,1018,
1.5,0.5,0.86,0,2.7,1018,
1.1,0.3,0.87,0,2.7,1017,
1.2,0.8,0.87,0,2.7,1017,
1.7,0.5,0.87,0,2.6,1017,
1.5,0.4,0.91,0,2.6,1016,
1.2,0.8,0.93,0,2.6,1016,
0.8,0.5,0.9,16.93,2.6,1015,
0.6,1.3,0.89,59.81,2.8,1016,
1.2,1.4,0.88,102.55,3.3,1016,
1.7,1,0.84,80.31,3.6,1015,
1.9,0.8,0.77,79.21,3.6,1015,
2.1,1.1,0.71,68.02,3.5,1015,
1.5,2.4,0.7,50.11,3.5,1014,
1.2,1.3,0.74,46.12,3.4,1014,
1.5,1.7,0.77,17.83,3.3,1014,
0.7,1.9,0.81,8.89,3.2,1014,
0.5,2.3,0.86,0,3.2,1015,
0.5,2.6,0.87,0,3.2,1015,
0.7,2.4,0.88,0,3.3,1015,
0.6,2.9,0.88,0,3.4,1016,
0.5,2.4,0.89,0,3.5,1016,
0.4,1.5,0.9,0,3.5,1016,
0.5,1.5,0.9,0,3.6,1016,
0.4,1.1,0.92,0,3.6,1015,
0.6,0.7,0.92,0,3.6,1015,
0.5,0.3,0.93,0,3.6,1015,
0.6,0.8,0.94,0,3.7,1015,
0.1,0.7,0.94,0,3.7,1016,
0,0.3,0.95,0,3.8,1016,
0.1,0.5,0.96,0,3.8,1016,
0.2,0.5,0.95,12.39,3.9,1016,
0.2,0.8,0.95,42.88,3.9,1016,
0.5,0.9,0.95,81.15,4,1017,
1.1,0.6,0.96,181.39,4.1,1017,
1.7,0.6,0.96,227.4,4.2,1017,
2.5,0.2,0.97,156.51,4.2,1017,
2.8,0.5,0.96,70,4.2,1017,
2.8,0.4,0.95,80.95,4.2,1017,
2.8,2.1,0.93,43.48,4.1,1017,
2.7,2.4,0.92,12.03,3.9,1017,
2.3,1.4,0.93,0,3.9,1017,
0.9,0.8,0.93,0,3.7,1016,
0,0.7,0.91,0,3.6,1017,
-0.6,0.5,0.92,0,3.4,1016,
-0.5,0.7,0.94,0,3.3,1016,
-0.7,0.5,0.93,0,3.2,1016,
-1.3,1.4,0.9,0,3.1,1015,
-1.2,1.3,0.88,0,3.2,1015,
-0.7,1.1,0.88,0,3.3,1014,
-0.2,1.7,0.88,0,3.4,1014,
-1.1,0.7,0.87,0,3.5,1013,
-2,1.5,0.87,0,3.6,1013,
-2.1,2.1,0.85,0,3.7,1012,
-2.5,2.7,0.83,0,3.7,1011,
-3,2.1,0.81,24.04,3.7,1010,
-2.4,2.8,0.79,68.89,3.8,1010,
-1.5,3.6,0.78,109.45,3.8,1009,
-0.7,3.8,0.76,219.76,3.9,1009,
0.2,3.5,0.76,360.17,4,1008,
1.7,3.2,0.75,305.75,4.1,1008,
2.6,3.3,0.76,268.29,4.2,1007,
3.1,4,0.76,64.37,4.4,1006,
3,3.7,0.77,42.62,4.5,1005,
2.1,3.6,0.78,11.15,4.5,1004,
1.5,3.9,0.8,0,4.5,1004,
1.1,3.7,0.82,0,4.6,1004,
-0.2,3.4,0.85,0,4.7,1003,
-1.2,4,0.88,0,4.8,1003,
-1.6,3.8,0.88,0,4.8,1003,
-1.9,3.5,0.87,0,4.8,1002,
-1.9,2.7,0.87,0,4.8,1002,
-2,2.5,0.88,0,4.9,1002,
-2.8,2.1,0.88,0,4.9,1001,
-3,2.5,0.88,0,4.9,1001,
-3.3,2.5,0.88,0,4.9,1000,
-3,2,0.9,0,4.9,999,
-2.3,1.6,0.89,0,4.8,999,
-2.6,1.4,0.89,0,4.8,999,
-3,1.2,0.9,19.64,4.8,998,
-2.5,0.6,0.92,57.85,4.9,999,
-1.8,0.4,0.92,219.38,4.9,999,
-1,1.8,0.92,198.65,4.7,1000,
-0.5,3.5,0.93,90.05,4.6,1002,
-1,3,0.91,61.64,4.5,1003,
-1.4,2.6,0.88,64.69,4.4,1005,
-1.3,1.7,0.86,104.99,4.4,1007,
-1.2,1.4,0.85,51.01,4.4,1008,
-1.1,1,0.86,15.34,4.3,1010,
-1.2,1.3,0.87,0,4.3,1011,
-0.6,1.8,0.88,0,4.1,1013,
-0.4,1.9,0.88,0,4,1014,
-0.2,1.4,0.9,0,4,1015,
-0.6,1.3,0.89,0,4,1016,
-0.9,0.3,0.89,0,3.9,1017,
-1.2,0.5,0.91,0,3.9,1018,
-1.1,0.9,0.92,0,3.9,1018,
-1.1,0.4,0.91,0,3.9,1018,
-1.1,0.5,0.89,0,3.8,1019,
-1.4,0.9,0.88,0,3.7,1019,
-2.2,0.6,0.9,0,3.7,1020,
-2.6,0.7,0.94,0,3.7,1020,
-2.7,1.1,0.91,0,3.8,1020,
-2.9,1.6,0.87,30.94,3.9,1020,
-3,1.4,0.84,137.17,3.9,1020,
-2.3,0.8,0.8,245.37,4,1021,
-1.4,2.5,0.76,306.42,4.3,1021,
-0.8,2.9,0.73,329.73,4.5,1021,
0.3,2.4,0.68,320.91,4.5,1020,
0.8,1.9,0.62,273.88,4.4,1020,
1.4,1.9,0.61,185.66,4.2,1019,
1.7,1.6,0.63,87.47,4,1019,
1.6,0.2,0.67,15.5,3.8,1019,
1,0.3,0.71,0,3.6,1019,
0.5,0.3,0.72,0,3.6,1019,
0.3,0.4,0.7,0,3.6,1019,
-0.5,0.1,0.7,0,3.6,1019,
-1.8,0.1,0.71,0,3.5,1018,
-2.7,0,0.7,0,3.4,1018,
-3.2,0,0.73,0,3.4,1018,
-3.5,0,0.74,0,3.4,1018,
-3.9,0,0.68,0,3.4,1018,
-4,1.1,0.66,0,3.3,1018,
-4.3,1.8,0.64,0,3.2,1017,
-4.2,1.3,0.63,0,3.2,1017,
-4.7,0.9,0.63,0,3.1,1017,
-5,0.5,0.63,0,3.1,1017,
-5.5,1.5,0.65,47.33,3.2,1017,
-4.8,1.7,0.63,163.51,3.3,1017,
-2.6,1.7,0.6,265.51,3.5,1017,
-1.1,1.5,0.57,324.98,3.8,1017,
0.6,2.1,0.52,337.32,3.7,1017,
1.3,2.1,0.49,339.96,3.8,1017,
2.5,1.5,0.5,259.35,3.9,1017,
2.8,1.2,0.51,93.86,4.1,1016,
3.2,0.7,0.56,47.64,4.4,1016,
3,2.1,0.58,15.42,4.4,1016,
2.5,1.7,0.57,0,4.2,1016,
2.1,1.3,0.58,0,4.1,1017,
1.9,2.4,0.6,0,4.1,1017,
2.2,2.3,0.62,0,4.3,1017,
2.5,1.7,0.64,0,4.4,1018,
2.8,1.5,0.68,0,4.7,1018,
3,2.2,0.79,0,5.1,1019,
3.2,2.2,0.88,0,5.3,1019,
3.2,2,0.9,0,5.4,1019,
3.2,1.4,0.93,0,5.5,1020,
3.2,1.3,0.95,0,5.5,1020,
3.1,1.9,0.95,0,5.6,1020,
3,1.1,0.95,0,5.6,1020,
2.6,0.9,0.96,0,5.6,1020,
2.5,0.7,0.96,15.64,5.5,1021,
2.7,0.8,0.93,46.67,5.4,1021,
3.1,0.4,0.94,74.61,5.5,1021,
2.8,1.3,0.95,86.23,5.7,1021,
3.3,0.9,0.92,123.77,5.8,1021,
3.3,0.4,0.89,246.7,5.9,1021,
4.1,0.6,0.85,281.82,5.8,1020,
4.4,0.9,0.82,218.74,5.8,1020,
4.3,0.9,0.81,114.26,5.7,1019,
3.9,1.3,0.83,23.67,5.7,1019,
2.5,1.1,0.85,0,5.7,1019,
1.4,0.5,0.86,0,5.7,1018,
1.3,0.2,0.87,0,5.6,1018,
0.8,0.1,0.88,0,5.6,1018,
0.1,0.4,0.87,0,5.5,1019,
0.5,1.1,0.87,0,5.5,1019,
2.4,2,0.88,0,5.5,990,
2.7,2.7,0.9,0,5.4,991,
2.9,2.9,0.93,0,5.2,992,
3.2,2.5,0.96,0,4.9,993,
3.2,1.9,0.92,0,4.8,994,
3.1,1,0.94,0,4.4,996,
3.4,0.5,0.9,0,4.3,997,
3.5,0.2,0.9,0,4.2,999,
3.3,0.1,0.89,22.79,4.2,1000,
3.4,0.1,0.88,40.82,4.3,1001,
3.4,0.1,0.86,41.01,4.4,1003,
3.5,0.2,0.8,59.53,4.4,1004,
3.8,0.4,0.72,68.17,4.1,1005,
4.1,0.6,0.64,72.69,3.8,1005,
4.6,0.3,0.59,46.69,3.7,1006,
5,0.2,0.58,29.96,3.5,1007,
5.1,0.2,0.59,17.01,3.5,1008,
4.9,0.1,0.64,0,3.6,1009,
4.8,0.2,0.67,0,3.6,1009,
4.8,0.2,0.72,0,3.6,1011,
4.6,0.2,0.78,0,3.6,1012,
4.5,0.1,0.83,0,3.5,1013,
4.3,0.1,0.85,0,3.4,1013,
4.3,0.1,0.88,0,3.3,1014,
4.4,0.1,0.88,0,3.2,1015,
4.4,0.1,0.88,0,3.1,1016,
4.3,0.1,0.89,0,3.1,1016,
4.4,0.1,0.9,0,3.1,1017,
4.3,0.1,0.91,0,3,1018,
4.3,0.1,0.91,0,2.9,1018,
4.3,0.1,0.91,0,2.9,1019,
4.3,0.2,0.9,0,3,1020,
4.2,0.4,0.9,30.07,3,1020,
4.3,0.6,0.9,80.01,3.2,1020,
4.6,0.9,0.9,162.42,3.7,1021,
4.8,1.3,0.86,93.66,4,1021,
4.9,2.1,0.76,90.63,4.1,1021,
5.1,2.2,0.68,101.72,4.2,1021,
5.2,2.1,0.64,72.27,4.2,1021,
5.4,1.8,0.61,37.84,4.2,1021,
5.5,1.5,0.63,23.26,4.2,1021,
5.4,2.2,0.67,9.79,4.1,1021,
5.1,1.2,0.7,0,3.9,1021,
4.7,1.4,0.73,0,3.9,1021,
4.5,1.2,0.74,0,3.9,1021,
4.5,0.7,0.75,0,3.8,1021,
4.5,0.4,0.75,0,3.8,1022,
4.5,0.1,0.72,0,3.9,1022,
4.7,1,0.71,0,4,1021,
4.6,1.8,0.72,0,4.1,1021,
4.4,3.4,0.7,0,4.1,1021,
4.3,4.4,0.66,0,4,1021,
3.9,4.8,0.64,0,4,1021,
3.8,4.2,0.66,0,4.1,1020,
3.7,2.6,0.71,0,4.2,1020,
3.6,1.9,0.74,0,4.2,1020,
3.5,2.7,0.76,19.61,4.6,1021,
3.4,2.3,0.76,56.8,4.9,1021,
3.4,2.5,0.74,105.15,5.5,1021,
3.5,3.2,0.71,189.97,6.1,1021,
3.9,2.3,0.71,345.69,6.1,1022,
4.7,2.7,0.71,361.37,6.1,1021,
5.5,2.5,0.71,306.64,6.2,1021,
5.9,2.4,0.72,217.97,6.3,1021,
6,3.1,0.75,106.75,6.2,1020,
5.6,2.7,0.75,20.85,6.1,1021,
4.6,2.7,0.78,0,5.8,1021,
3.8,2.3,0.8,0,5.8,1021,
3.1,1.9,0.8,0,6,1022,
2.4,2.1,0.79,0,6,1022,
1.9,1.6,0.8,0,6,1021,
1.6,2.5,0.82,0,6,1021,
1.2,1.8,0.84,0,6.2,1021,
0.8,1.8,0.84,0,6.4,1020,
0.4,1.5,0.85,0,6.2,1020,
0.2,1.5,0.85,0,6.2,1019,
0.2,2.2,0.83,0,6.4,1019,
0,1.8,0.83,0,6.4,1018,
-0.3,2.1,0.82,0,6.3,1017,
-0.4,2.5,0.8,0,6.3,1016,
-0.5,1.7,0.79,46.52,6.2,1015,
-0.4,1.9,0.76,150.85,6.2,1016,
0.6,1.8,0.73,259.26,6.3,1015,
1.9,2.1,0.7,337.16,6.6,1014,
3.4,3.2,0.67,373.69,6.7,1013,
4.6,2.5,0.64,363.1,6.5,1012,
5.9,3.1,0.62,310.17,6.3,1011,
6.9,2.8,0.63,218.2,6.3,1010,
7.2,2.2,0.65,107.73,6.5,1010,
6.8,1.5,0.69,22.37,6.6,1010,
5.4,1.5,0.74,0,6.6,1010,
4.3,1,0.8,0,6.8,1010,
3.6,0.1,0.87,0,6.9,1010,
2.8,0.6,0.91,0,7,1010,
2.3,1,0.93,0,7.1,1011,
2,1.4,0.93,0,6.9,1011,
1.6,3.7,0.94,0,6.8,1011,
1.2,4.2,0.95,0,6.5,1011,
0.8,3.3,0.92,0,5.9,1013,
0.6,4,0.91,0,5.6,1014,
0.5,4.6,0.9,0,5.3,1015,
0.6,3.9,0.89,0,5.1,1015,
0.8,3.5,0.89,0,5,1017,
0.6,3,0.88,6.99,4.9,1018,
0.5,3.6,0.88,43.18,4.8,1020,
0.5,2.9,0.85,149.08,4.7,1020,
1.4,3,0.81,253.17,4.7,1021,
2.7,3.2,0.79,328.01,4.7,1022,
4.3,3.1,0.79,364.42,4.7,1022,
6.1,3.8,0.78,356.83,4.7,1022,
8,3.8,0.74,305.06,4.5,1022,
9.3,3.8,0.71,220.46,4.4,1022,
10.6,2.7,0.71,111.1,4.5,1022,
10,1.8,0.73,23.03,4.4,1022,
7.8,1,0.77,0,4.4,1022,
6.4,0.2,0.83,0,4.3,1022,
5.6,0.8,0.88,0,4.3,1023,
4.6,0.4,0.89,0,4.5,1023,
4,0.7,0.91,0,4.4,1023,
4.4,1.1,0.93,0,4.2,1023,
4.4,0.7,0.92,0,4.1,1023,
3.9,1,0.91,0,4,1023,
4,0.9,0.95,0,3.9,1023,
3.9,1.1,1,0,4,1022,
4.2,1.3,1,0,4.1,1022,
3.8,1.1,0.98,0,3.9,1022,
4.1,1.2,0.98,0,4.1,1022,
4.2,0.4,1,0,4.2,1023,
3.9,0.9,1,43.38,4,1023,
4.3,1.6,0.99,148.59,4.1,1023,
5,1.9,0.96,157.65,4.4,1023,
7.1,1.7,0.89,293.5,4.5,1023,
8.6,2.3,0.8,347.1,4.4,1023,
9.3,2.1,0.73,225.84,4.4,1023,
9.9,1.7,0.7,166.15,4.4,1022,
10.1,1.5,0.66,162.74,4.3,1022,
9.5,0.9,0.68,74.08,4.3,1021,
8.2,0.7,0.74,17.99,4.4,1021,
7.5,0.2,0.78,0,4.1,1021,
7.1,0.1,0.79,0,4,1021,
6.8,0.1,0.84,0,4,1021,
6,0.2,0.87,0,3.9,1021,
5.2,0.2,0.88,0,3.8,1022,
5,0.1,0.89,0,3.7,1022,
4.9,0.2,0.9,0,3.7,1022,
5.1,0.2,0.93,0,3.6,1022,
4.9,0.1,0.94,0,3.7,1021,
4.8,0.1,0.96,0,3.8,1021,
4,0.1,0.99,0,3.7,1021,
3.6,0.7,0.95,0,3.6,1020,
3.3,0.5,0.94,0,3.6,1020,
2.3,0.5,0.96,0,3.7,1020,
1.9,0.5,0.96,54.3,3.7,1021,
1.8,0.4,0.93,142.99,4,1021,
2.7,0.8,0.85,285.2,4.3,1021,
4,0.9,0.74,354.61,4.5,1021,
5.8,1.4,0.64,388.45,4.6,1021,
6.7,1.2,0.56,377.75,4.5,1020,
8.2,1.3,0.52,322.9,4.5,1020,
8.5,1.5,0.51,230.06,4.5,1020,
8.7,1,0.51,116.29,4.5,1019,
7.8,0.8,0.55,25.95,4.5,1018,
6.4,0.6,0.64,1.47,4.3,1018,
4.2,0.7,0.7,0,4.1,1018,
2.8,0.1,0.76,0,4,1019,
2.3,0.3,0.81,0,4,1019,
1.3,0.1,0.83,0,4,1019,
0.6,0.1,0.9,0,4.1,1018,
-0.7,0.1,0.95,0,4.1,1018,
-1.1,0.1,0.94,0,3.9,1018,
0,0.5,0.93,0,3.8,1017,
1,0.2,0.92,0,3.7,1017,
0.7,0.1,0.96,0,3.6,1017,
0.4,0.1,0.96,0,3.5,1017,
0.2,0.2,0.94,0,3.4,1017,
0,0.1,0.93,0,3.5,1016,
-0.2,0.1,0.91,55.74,3.7,1016,
0.1,0.4,0.87,157.47,4,1016,
1,1,0.72,266.16,4.5,1016,
2,1.4,0.64,348.38,4.7,1016,
3.5,1.9,0.66,383.03,4.9,1016,
4.7,2.7,0.66,374.87,5,1016,
6,3.7,0.75,318.93,4.9,1016,
6.5,3,0.85,225.15,4.7,1016,
6.6,3.2,0.9,116.97,4.6,1016,
6.1,2.8,0.9,28.81,4.6,1017,
4.9,1.3,0.93,3.98,4.7,1018,
3.8,1.5,0.95,0,4.7,1018,
2.6,1,0.95,0,4.7,1019,
0.9,1.2,0.95,0,4.6,1019,
-0.5,0.9,0.94,0,4.5,1019,
-0.9,1.9,0.94,0,4.4,1020,
-0.3,1.7,0.93,0,4.4,1020,
-1,1.8,0.94,0,4.4,1021,
-1.9,1.3,0.94,0,4.5,1021,
-2.3,1.3,0.96,0,4.5,1022,
-2.2,1.2,0.96,0,4.6,1022,
-0.4,1.4,0.96,0,4.6,1022,
0.4,1.7,0.96,0,4.6,1022,
0.6,1.8,0.95,0,4.6,1023,
0.7,1.7,0.95,21.38,4.6,1023,
0.9,2.4,0.95,61.94,4.6,1024,
1.4,3.1,0.94,95.86,4.6,1025,
2.1,3.2,0.92,94.72,4.6,1025,
2.9,3.7,0.91,101.69,4.6,1026,
3.9,4,0.9,83.84,4.6,1026,
4.6,3.8,0.88,55.96,4.5,1026,
4.9,3.8,0.86,31.45,4.5,1026,
4.7,2.5,0.87,19.75,4.5,1026,
4.5,2.6,0.86,0,4.4,1026,
4.5,2.7,0.84,0,4.3,1027,
4.3,2.7,0.82,0,4.2,1027,
4.1,3.8,0.81,0,4.1,1028,
4,2.9,0.79,0,3.9,1028,
4.1,2.5,0.77,0,3.8,1028,
3.9,2.5,0.76,0,3.7,1028,
3.9,2.1,0.78,0,3.6,1028,
3.1,2.2,0.78,0,3.5,1028,
1.5,0.9,0.8,0,3.4,1028,
0.1,0.9,0.82,0,3.3,1028,
0.2,0.2,0.86,0,3.3,1028,
1.3,0.5,0.87,0,3.3,1028,
1.6,0.9,0.89,0,3.4,1028,
1.6,1.3,0.92,0,3.5,1028,
1.8,1.1,0.94,25.33,3.6,1028,
1.8,1.1,0.94,57.13,3.6,1028,
1.9,1.2,0.92,102,3.7,1029,
2.3,1.8,0.92,166.26,3.7,1029,
3.5,2.2,0.91,335.8,3.9,1029,
4.9,1.6,0.89,235.81,4,1028,
5.4,1.1,0.88,274.09,4.2,1028,
5.8,0.6,0.87,241.2,4.2,1028,
6.1,1.2,0.87,137.83,4.3,1028,
5.8,0.4,0.86,34.75,4.3,1027,
5.1,1,0.86,0,4.3,1027,
4.3,0.2,0.86,0,4.3,1027,
3.8,0.2,0.88,0,4.4,1028,
2.3,0.3,0.89,0,4.4,1028,
1.9,0.5,0.9,0,4.4,1028,
0.6,0.5,0.9,0,4.4,1028,
-0.1,1.3,0.9,0,4.4,1028,
-0.7,1.1,0.9,0,4.4,1028,
-1,1.4,0.89,0,4.4,1028,
-1.4,1,0.89,0,4.3,1027,
-1.7,1,0.88,0,4.3,1027,
-1.8,1.3,0.86,0,4.3,1027,
-1.6,0.8,0.87,0,4.2,1027,
-1,1.4,0.88,7.81,4.2,1026,
-1.5,1.7,0.89,51.65,4.1,1026,
-0.9,2.7,0.86,135.47,4.1,1026,
1,3,0.81,191.48,4.1,1026,
2.2,4,0.77,306.88,4,1026,
3.1,4.4,0.75,402.68,3.9,1026,
4.5,4.2,0.74,397.08,3.9,1025,
6.2,3.4,0.74,348.42,3.9,1024,
6.9,3.4,0.75,255.54,4.1,1024,
7,3.8,0.74,134.7,4.1,1023,
6.9,2.5,0.75,35.74,4.1,1022,
5.2,1.6,0.78,0,4.1,1022,
3.3,1.6,0.81,0,4.2,1022,
1.7,1.4,0.84,0,4.2,1022,
0.8,2.2,0.86,0,4.3,1022,
-0.3,3.2,0.9,0,4.4,1021,
1.3,2.7,0.93,0,4.5,1021,
1.7,3.1,0.94,0,4.7,1021,
2.3,2.6,0.95,0,4.8,1021,
3.9,2.1,0.95,0,4.9,1021,
3.1,2.1,0.94,0,4.9,1021,
3.1,1.3,0.92,0,4.7,1021,
4.1,2.1,0.92,0,4.6,1021,
4.9,2.2,0.92,0,4.5,1021,
5.4,2,0.92,0,4.5,1022,
5.6,1.7,0.93,26.11,4.5,1022,
6.1,1.3,0.92,86.19,4.5,1022,
6.8,2.1,0.9,81.78,4.6,1022,
7.6,2.5,0.87,56.74,4.7,1022,
7.9,2.9,0.83,76.85,4.6,1022,
7.8,2.7,0.78,83.62,4.6,1021,
8.1,2.9,0.74,76.31,4.5,1021,
8.3,1.9,0.72,41.52,4.4,1021,
8,2.1,0.71,26.72,4.4,1020,
7.7,1.6,0.72,13.09,4.4,1020,
7.8,2.1,0.76,0,4.5,1020,
8,2.1,0.8,0,4.5,1020,
8,2.1,0.83,0,4.6,1020,
7.7,1.1,0.86,0,4.6,1020,
7.5,1.7,0.87,0,4.5,1020,
7.2,1.7,0.87,0,4.4,1019,
7.3,2,0.89,0,4.3,1019,
7.2,1.9,0.89,0,4.3,1019,
7.2,3,0.87,0,4.2,1018,
6.8,2.8,0.88,0,4.2,1018,
6.3,1.8,0.88,0,4.2,1017,
5.9,2.5,0.88,0,4.3,1017,
3.8,2.1,0.89,0,4.4,1016,
2.7,4,0.9,0,4.4,1016,
2.4,3.8,0.92,30.34,4.5,1015,
2.8,3.6,0.92,119.96,4.6,1015,
3.4,3.6,0.93,173.04,4.8,1016,
4.2,4.3,0.93,194.38,5,1016,
4.7,3.4,0.91,373.38,5.2,1015,
5.7,3.7,0.9,275.41,5.3,1015,
5.9,2.9,0.89,301.46,5.4,1014,
6.7,3,0.9,91.68,5.5,1013,
6.2,3.1,0.91,72.75,5.6,1013,
4,3.1,0.92,26.72,5.7,1013,
3.4,2.4,0.93,0,5.7,1013,
2.3,2.3,0.93,0,5.7,1012,
1.4,2.7,0.93,0,5.7,1012,
1.5,2.8,0.94,0,5.7,1012,
1.6,2.8,0.94,0,5.8,1011,
1.6,3.2,0.93,0,5.8,1010,
1.5,2,0.94,0,5.7,1009,
1.3,1.4,0.95,0,5.5,1009,
1.7,1,0.94,0,5.2,1009,
1.2,1,0.95,0,4.9,1009,
0.4,1.4,0.95,0,4.7,1008,
0.9,1.7,0.95,0,4.8,1008,
0.7,1.4,0.94,0,4.7,1007,
0.6,2,0.92,10.13,4.7,1007,
-0.4,2.2,0.91,98.64,4.7,1006,
