T_air,wind_speed,rel_humidity,G_sol,abs_humidity,air_pressure,
12.1,2,0.87,650.24,6,987,
12.3,1.8,0.9,562.47,6.2,986,
12.6,2.1,0.93,444.95,6.4,985,
12.7,3.8,0.94,388.69,6.4,984,
12.7,2.3,0.9,271.06,6.1,983,
12.1,1.7,0.86,158.15,5.7,983,
11.2,2.1,0.86,91.82,5.5,983,
9,3.8,0.89,7.82,5.5,984,
7.1,3.2,0.91,0,5.6,985,
5.7,4.8,0.92,0,5.6,986,
4.5,4.4,0.93,0,5.6,987,
3.9,4.7,0.93,0,5.7,988,
3.3,4.8,0.93,0,5.7,989,
2.7,4.3,0.93,0,5.9,990,
2.7,3.7,0.92,0,5.9,990,
2.4,3.6,0.91,0,5.8,990,
1.8,2.7,0.91,0,5.8,991,
1.3,2.3,0.92,0,5.8,991,
1.2,1.7,0.92,41.34,5.9,991,
2.5,2.2,0.9,99.74,6,991,
5.2,2.1,0.85,142.28,6,992,
6.7,2.4,0.82,159.19,5.8,992,
7,1.9,0.8,147.13,5.7,992,
7.3,3.1,0.78,171.58,5.6,992,
7.9,2.7,0.75,193.61,5.6,992,
8.4,3.5,0.71,221.63,5.6,992,
9.1,3.5,0.7,284.02,5.7,992,
9.9,3.4,0.7,342.55,5.6,992,
11,1.9,0.74,352.91,5.7,991,
11.2,1.3,0.82,204.06,5.7,991,
10.3,1,0.88,80,5.6,991,
8.2,0.1,0.92,6.11,5.6,991,
6.3,0.1,0.94,0,5.6,991,
5.2,0.1,0.95,0,5.4,991,
4.2,0.7,0.93,0,5.1,991,
3.8,0.1,0.92,0,4.9,991,
3.2,0.2,0.95,0,4.9,990,
3.2,0.1,0.93,0,5.1,990,
2.8,0.3,0.91,0,5.2,989,
2.6,0.9,0.92,0,5.1,989,
4.3,0.9,0.93,0,5,988,
5.5,1,0.92,0,5.2,988,
6.5,0.5,0.91,53.99,5.3,988,
8.1,1.3,0.91,176.04,5.6,988,
9.9,1.6,0.9,343.09,6,988,
12.1,1.9,0.8,481.9,6.1,988,
14.3,2.2,0.71,594.44,5.8,987,
16.4,2.4,0.72,663.95,6.1,987,
17.4,1.9,0.67,688.23,5.9,987,
17.9,2,0.56,665.87,5.3,987,
18.4,1.2,0.52,580.89,5.1,986,
18.5,1.4,0.56,486.66,5,986,
18.3,3.6,0.66,334.52,5.3,985,
17.7,2.9,0.73,206.64,5.5,985,
16.1,1.4,0.79,69.03,5.6,986,
13.4,1.9,0.82,5.77,5.5,986,
11.1,1.8,0.82,0,5.4,986,
9.6,1.4,0.85,0,5.2,986,
8.6,1.3,0.86,0,5,986,
7.6,1,0.84,0,5,986,
7.1,1.3,0.87,0,4.9,986,
6.3,2,0.89,0,4.8,986,
5.6,1.4,0.9,0,4.8,985,
5.1,0.9,0.91,0,4.9,985,
4.7,0.7,0.92,0,5,985,
4.2,1.9,0.92,0,5.2,985,
4.2,1.6,0.92,53.89,5.4,985,
5.8,1.3,0.91,188.75,5.7,985,
10.7,1.9,0.87,342.94,6,984,
14.2,2,0.78,491.77,5.9,985,
16.6,1.8,0.72,605.96,5.6,984,
18.7,1.2,0.72,676.96,5.5,984,
19.8,3.1,0.77,676.44,5.7,984,
20.7,1.2,0.84,697.91,6,984,
21.5,2.1,0.88,602.24,6.1,984,
22.2,0.1,0.9,504.07,6.1,984,
22.5,0.3,0.87,354.28,6,983,
22,0.6,0.87,202.39,5.9,983,
19.6,0.3,0.89,66.82,5.8,983,
16.9,0.5,0.91,5.65,5.8,983,
14.7,0.3,0.93,0,5.7,983,
13.1,0.7,0.93,0,5.7,984,
12.4,0.5,0.92,0,5.6,984,
11.6,1.4,0.91,0,5.5,984,
12.6,1.7,0.91,0,5.5,984,
12.5,1.4,0.9,0,5.4,984,
13.5,1.6,0.89,0,5.3,984,
13.2,1.5,0.89,0,5.2,984,
12.7,1.3,0.88,0,5,984,
12.4,1.3,0.88,0,5.1,984,
12.4,1.9,0.87,43.82,5.3,985,
13.9,2,0.85,105.33,5.4,985,
14.5,3.8,0.82,299.01,5.4,985,
15.4,3.7,0.75,327.79,5.1,986,
14.4,3.9,0.69,201.67,4.9,986,
14,3.6,0.68,156.77,5,986,
15,3.3,0.7,285.31,5.1,987,
14.2,4,0.71,425.91,5.2,987,
14.5,3.9,0.69,215.19,5.2,987,
14.4,3.8,0.66,107.35,5,987,
14,4.1,0.66,96.17,4.9,987,
13.9,1.7,0.7,54.86,5,987,
10.8,1,0.75,31.05,5,987,
8.2,0.5,0.79,0,5,988,
8.1,1.5,0.81,0,5.1,988,
7.4,1.6,0.86,0,5.2,989,
5.9,1.1,0.9,0,5.2,989,
5.1,0.6,0.91,0,5.1,988,
4.4,0.5,0.92,0,5.2,988,
3.8,0.8,0.92,0,5.1,988,
3.5,0.7,0.92,0,4.9,989,
3.4,0.5,0.91,0,4.8,989,
3.1,0.4,0.92,0,4.7,989,
3.3,0.3,0.92,0,4.7,989,
4.1,0.5,0.9,58.07,4.8,990,
6.4,1.5,0.84,183.12,4.7,990,
8.5,1.2,0.76,319.02,4.6,990,
10.9,1.5,0.68,483.34,4.3,991,
12.3,1.4,0.66,599.24,4.2,991,
13.6,2.6,0.64,651.79,4.1,991,
14.8,2.4,0.65,700.68,4.2,992,
15.5,3.6,0.61,682.79,4.1,992,
15.8,3.7,0.54,611.88,3.8,992,
16.5,3,0.54,528.91,3.8,992,
16.7,2.2,0.57,399.32,3.8,992,
16.5,2.3,0.62,243.3,3.9,993,
15.5,1.4,0.68,86.58,3.9,993,
14,1.1,0.71,7.73,3.9,994,
13.1,1.6,0.74,0,3.9,994,
12.6,1.4,0.78,0,3.7,994,
12.1,0.8,0.81,0,3.7,994,
12.3,0.2,0.82,0,3.7,994,
13.2,0.3,0.84,0,3.7,994,
11.9,0.3,0.84,0,3.7,994,
10.8,1.2,0.84,0,3.6,994,
10.3,0.2,0.84,0,3.5,994,
9.6,0.9,0.84,0,3.5,994,
8.7,0.2,0.83,0,3.5,994,
7.4,3,0.79,21.46,3.7,993,
7.4,3.9,0.73,76.69,3.8,994,
8.1,4.2,0.66,251.63,3.7,994,
9.5,3.9,0.6,400.51,3.5,994,
10.2,5.8,0.58,519.45,3.6,994,
11.2,4,0.59,640.42,3.8,995,
12,5,0.6,722.64,3.9,995,
12.7,5.5,0.61,635.42,3.9,995,
13,3.4,0.66,538.33,4.1,995,
13,2.7,0.74,469.63,4.3,995,
13.1,2.5,0.79,334.68,4.3,994,
12.7,1.8,0.82,210.93,4.2,994,
11.9,0.8,0.81,90.39,4,994,
10.2,0.6,0.83,9.27,3.9,994,
8,0.6,0.86,0,3.9,994,
6.6,0.3,0.88,0,3.8,994,
6,1.1,0.87,0,3.8,994,
5.4,0.4,0.86,0,3.7,994,
4.9,1.5,0.86,0,3.6,994,
4.4,1.4,0.87,0,3.6,994,
4.4,1.2,0.87,0,3.7,994,
4.7,1,0.88,0,3.6,994,
5.1,1.4,0.87,0,3.4,994,
5.6,2,0.84,9.37,3.5,994,
6.2,2.8,0.78,72.25,3.7,994,
8.4,4,0.7,184.19,3.7,994,
12.7,4,0.64,354.12,3.6,995,
15.6,4.2,0.57,527.04,3.5,995,
17.9,4.2,0.51,591.95,3.4,995,
19.4,4,0.49,704.4,3.3,995,
20.8,5.2,0.5,745.75,3.4,995,
21.8,3.8,0.57,711.81,3.7,995,
22.3,3.4,0.6,648.34,3.9,995,
22.3,3.2,0.52,529.61,3.6,994,
21.9,2.9,0.52,371.03,3.5,994,
21.2,1.9,0.59,245.05,3.7,994,
20,2,0.62,88.07,3.7,994,
18.2,1.9,0.66,11.45,3.8,995,
17,2,0.7,0,3.8,994,
16.1,1.9,0.75,0,4,994,
14,1.5,0.8,0,4.2,993,
12.3,1.1,0.84,0,4.4,1012,
10.8,0.9,0.88,0,4.4,1012,
10.1,0.6,0.91,0,4.5,1011,
9.5,0.5,0.93,0,4.3,1011,
8.8,0.6,0.93,0,4.3,1011,
8.1,0.6,0.96,0,4.1,1011,
7.8,0.9,0.95,7.3,4.2,1011,
7.7,0.6,0.97,86.31,4.7,1011,
11,0.6,0.95,236.54,5.3,1012,
16.4,1.3,0.78,386.72,5.5,1011,
19.4,2.5,0.58,526.48,5.1,1012,
21.5,2.4,0.46,641.56,4.5,1012,
23,2.6,0.41,717.21,4.2,1011,
23.7,2.1,0.4,744.28,4.3,1011,
24.2,2.3,0.39,711.56,4.3,1010,
24.5,2.5,0.39,646.07,4.2,1010,
24.6,3,0.4,535.3,4.3,1009,
24.3,1.8,0.4,401.78,4.2,1008,
23.4,0.7,0.42,242.75,4.2,1008,
21.2,0.4,0.48,96.5,4.2,1008,
18.3,1.1,0.54,10.64,4.2,1009,
15.6,0.7,0.57,0,4.2,1009,
14.5,1.4,0.61,0,4.1,1008,
12.6,1.4,0.68,0,4,1008,
11.6,1.1,0.73,0,4,1008,
11.3,1.2,0.74,0,4.1,1008,
9.8,0.8,0.74,0,4,1008,
8.6,1.7,0.71,0,4.1,1008,
7.4,1.4,0.7,0,4,1008,
6.6,1.7,0.76,0,3.9,1008,
5.7,2.3,0.78,8.32,4,1008,
6.4,1.5,0.73,77.5,4.5,1008,
8.3,2.1,0.63,215.69,4.8,1009,
10.5,2.2,0.54,362.59,5.1,1009,
12.1,2.7,0.46,497.07,5,1008,
13.7,3.3,0.37,604.2,4.5,1008,
14.9,3.1,0.34,673.42,4.3,1008,
16.5,2.6,0.33,687.21,4.2,1007,
17.2,3.1,0.32,681.19,4.3,1007,
17.8,2.4,0.32,611.01,4.3,1006,
18,2.4,0.34,497.32,4.4,1006,
17.5,1.6,0.35,311.24,4.5,1006,
16,1.1,0.38,102.69,4.6,1006,
14.6,1,0.44,44.28,4.5,1006,
13.3,1.1,0.52,11.4,4.5,1006,
12.4,1.1,0.58,0,4.6,1007,
11.8,1.1,0.61,0,4.8,1007,
11.1,1.1,0.66,0,4.8,1007,
10.1,1.2,0.71,0,4.7,1006,
9.2,1,0.75,0,4.6,1006,
8.1,1.4,0.78,0,4.6,1006,
7.8,0.5,0.8,0,4.5,1006,
7.3,0.9,0.8,0,4.6,1006,
6.9,1.2,0.8,0,4.6,1005,
6.9,0.7,0.8,9.71,4.7,1005,
6.9,0.6,0.73,78.21,5.2,1006,
7.5,0.9,0.63,122.23,5.6,1007,
8.3,1.3,0.54,331.29,5.8,1006,
9.9,1.5,0.46,463.42,5.5,1005,
11.5,2.7,0.4,652.86,5.3,1004,
12.1,3.2,0.35,695.47,5.1,1003,
13.1,3.4,0.32,777.47,4.9,1002,
13.3,2.7,0.31,708.66,4.9,1001,
13.1,2.4,0.31,572.85,4.9,1001,
12.6,3.4,0.3,380.51,4.7,1000,
12.5,3.2,0.3,252.72,4.5,999,
12.2,1.2,0.32,231.08,4.6,999,
11.3,1.2,0.38,94.26,4.6,999,
9.3,0.5,0.44,13.71,4.6,999,
7.3,0.9,0.51,0,4.7,999,
6.8,1.2,0.58,0,4.8,999,
6.1,1,0.61,0,4.7,999,
5.4,1.6,0.62,0,4.6,998,
4.8,1.6,0.67,0,4.6,997,
4.1,1.5,0.72,0,4.6,997,
3,1.1,0.75,0,4.5,996,
2.4,1.2,0.76,0,4.5,996,
2,1.1,0.76,0,4.5,996,
1.3,1.7,0.75,11.59,4.9,996,
1.9,1.4,0.67,95.53,5.3,995,
4.5,1.9,0.58,252.84,5.4,995,
8,2.4,0.51,411.23,5.8,994,
9.5,2.4,0.41,555.38,5.7,994,
11.3,2.5,0.34,608.75,5.2,993,
12.2,3.2,0.31,664.94,5,992,
13,2.9,0.3,739.87,5.1,991,
13.4,2.1,0.31,755.32,5.1,991,
13.9,3.4,0.36,662.78,5.5,990,
14.1,2.2,0.41,564.14,5.9,990,
14.2,2.4,0.44,426.88,5.9,989,
13.7,2.3,0.5,270.39,6.1,989,
12.5,2.5,0.55,119.72,6.3,989,
10.2,3.3,0.58,16.99,6.2,989,
7.8,3.3,0.64,0,6.2,990,
6.7,3.7,0.71,0,6.5,991,
5.9,3,0.78,0,6.7,990,
5.3,1.4,0.84,0,6.8,990,
3.7,1.1,0.87,0,6.5,989,
3.6,1.7,0.84,0,6.2,989,
3.2,1.5,0.82,0,6.1,988,
2.8,2.7,0.81,0,5.8,987,
1.9,2.6,0.8,0,5.5,986,
0.9,3.1,0.79,11.69,5.4,986,
1,4.4,0.76,86.49,5.5,985,
3.8,7,0.66,174.56,5.2,984,
5.8,7.2,0.58,299.09,4.8,983,
7.8,7.1,0.55,413.62,4.8,982,
9.8,5.3,0.52,562.56,4.7,981,
11.6,6.6,0.5,659.24,4.7,981,
13.4,7.2,0.49,757.13,4.7,980,
14.5,6.1,0.51,717.3,4.9,979,
15.2,6.3,0.57,655.65,5.2,979,
16,5.7,0.63,531.68,5.5,978,
16,5.6,0.66,311.68,5.7,978,
15.7,3.2,0.65,243.9,5.7,978,
13.7,3.8,0.66,116.83,5.7,978,
11.6,3.3,0.68,17.14,5.9,978,
9.4,4.1,0.7,0,5.8,979,
7.7,3.1,0.7,0,5.4,980,
8,2.8,0.68,0,4.9,981,
7.6,2.3,0.69,0,4.6,981,
6.8,2.1,0.71,0,4.6,982,
5.4,2.3,0.7,0,4.6,982,
4.2,2.8,0.68,0,4.4,982,
3.3,2.4,0.67,0,4.3,982,
2.5,2.7,0.66,0,4.1,983,
2.2,3.2,0.65,13.54,4.1,984,
2.4,3.4,0.64,120.67,4.1,984,
5.4,4.1,0.62,221.86,4.3,985,
10.1,4.9,0.6,404.83,4.2,985,
13.3,5.2,0.56,559.12,4.2,986,
15.3,5.2,0.53,667.55,4.3,986,
16.7,4.4,0.5,736.92,4.1,986,
17.7,3.2,0.47,767.19,4,986,
18.4,4,0.43,744.33,3.8,986,
19,2.7,0.41,679.04,3.7,986,
19.4,3.3,0.39,570.49,3.7,987,
19.4,2.8,0.41,432.18,3.8,987,
18.6,2,0.52,277.89,4.2,987,
16.9,0.8,0.63,126.61,4.5,988,
14,0.4,0.66,22.09,4.4,989,
11.6,0.6,0.7,0,4.4,989,
10,1,0.71,0,4.5,989,
8.8,1.1,0.73,0,4.6,989,
8.7,1.2,0.75,0,4.7,989,
9.2,1.2,0.77,0,4.8,990,
8.3,1.3,0.79,0,4.9,990,
7.1,1.7,0.83,0,4.9,990,
5.7,0.9,0.85,0,4.7,991,
5,0.9,0.88,0,4.7,991,
4,0.2,0.85,16.49,5.1,992,
4.1,1.8,0.76,103.73,5.4,993,
7,2.4,0.69,263.16,5.3,993,
10,2.3,0.63,418.21,5.2,994,
12.9,3.1,0.58,541.11,5.2,994,
15.4,2.8,0.52,665.98,5.2,995,
17.3,2.7,0.48,736.87,4.9,995,
18.5,2.5,0.45,773.44,4.6,995,
19.3,1.7,0.42,749.59,4.6,996,
20.6,3.5,0.46,691.55,4.9,996,
21,2.9,0.53,573.59,5.3,997,
20.8,2.9,0.55,438.89,5.5,998,
19.9,1.7,0.57,281.98,5.5,998,
18.1,1.2,0.61,124.48,5.6,999,
15,1.1,0.67,19.5,5.7,1000,
12.4,0.7,0.72,0,5.7,1000,
10.8,0.3,0.75,0,5.7,1001,
9.3,0.4,0.76,0,5.8,1001,
8.1,0.3,0.77,0,5.8,1001,
6.4,0.8,0.78,0,5.8,1001,
5.3,0.9,0.79,0,5.8,1002,
4.3,1.2,0.8,0,5.9,1002,
3.5,1,0.85,0,5.7,1002,
3.1,1.1,0.86,0,5.6,1002,
3.5,1.3,0.83,16.9,6,1002,
4.1,1.5,0.78,72.28,6.5,1002,
4.8,0.5,0.73,89.41,6.9,1002,
5,2.5,0.67,109.97,7,1003,
7,3.8,0.63,218.21,7.2,1003,
8.4,2.9,0.57,489.37,7.2,1003,
10,2.9,0.55,554.96,7.3,1003,
11.4,3.8,0.56,582.45,7.4,1002,
12.9,2.3,0.56,671.18,7.3,1002,
14.3,2.6,0.56,663.87,7.2,1002,
15.4,2.5,0.54,583.84,7.1,1002,
15.5,2,0.52,425.53,6.9,1002,
14.9,2,0.54,288.45,6.9,1002,
13.8,0.7,0.59,127.66,7,1002,
11.6,0.1,0.63,21.41,7.1,1002,
9.3,0.2,0.67,0,7,1003,
8.4,0.4,0.72,0,7,1003,
8,0.3,0.73,0,6.9,1003,
7,0.3,0.76,0,6.8,1003,
6.1,0.5,0.79,0,6.8,1002,
5.5,0.4,0.82,0,6.9,1002,
4.5,0.2,0.85,0,6.7,1002,
3.7,0.3,0.86,0,6.9,1002,
2.7,1,0.87,0,7.4,1003,
2.2,0.3,0.88,16.58,7.8,1003,
2.6,0.2,0.89,107.44,8.3,1003,
4.8,0.3,0.87,262.97,8.9,1003,
8.1,0.9,0.86,422.67,9.1,1003,
11,0.8,0.8,564.23,9.1,1003,
12.7,0.6,0.75,677.59,9.2,1004,
13.9,1.1,0.72,737.73,9.2,1004,
15.4,1.6,0.7,771.45,9.2,1004,
16,2,0.73,740.94,9.3,1004,
16.4,1.5,0.75,674.46,9.4,1004,
16.8,2,0.76,571.31,9.4,1004,
16.7,1.2,0.8,429.77,9.2,1005,
16.2,1.4,0.84,267.55,9.1,1005,
14.9,1.7,0.85,121.75,9,1005,
12.6,2.5,0.87,20.77,8.6,1006,
10.7,2.5,0.88,0,8.3,1007,
9.6,2.2,0.87,0,8,1007,
8.5,1.2,0.87,0,7.6,1008,
7.1,2.1,0.85,0,7.2,1008,
6.3,2.5,0.86,0,6.9,1009,
5.8,1.6,0.9,0,6.9,1009,
5.3,1.1,0.9,0,6.9,1009,
4.5,2,0.91,0,6.8,1010,
4.1,1,0.92,0,6.6,1010,
3.8,0.9,0.92,17.08,6.6,1010,
4.5,1.4,0.91,114.09,6.7,1011,
7.5,1.8,0.87,267.82,6.6,1011,
12.9,2.2,0.79,417.93,6.5,1011,
15.8,2.8,0.73,557.13,6.6,1012,
17.5,2.6,0.68,665.69,6.6,1012,
18.9,3.1,0.62,739.17,6.4,1012,
20.1,3.7,0.57,778.48,5.9,1012,
21,3.1,0.53,755.74,5.7,1012,
21.7,3.8,0.49,687.62,5.6,1012,
21.8,3,0.44,536.94,5.1,1012,
21.7,2.1,0.43,371.62,4.9,1012,
21.3,1.1,0.46,235.34,4.9,1012,
20,0.5,0.51,79.17,4.9,1012,
17.8,0.9,0.57,19.21,4.8,1013,
15.4,0.6,0.62,0,4.8,1013,
14.5,0.2,0.66,0,4.9,1013,
14.7,0.1,0.7,0,5,1013,
14,0.2,0.75,0,5.1,1014,
13.5,0.1,0.79,0,5.2,1014,
13.4,0.1,0.82,0,5.1,1014,
13.5,0.1,0.85,0,5,1014,
12.3,0.1,0.86,0,5,1014,
12.2,0.1,0.88,0,5.1,1014,
12.2,0.1,0.86,0,5.3,1014,
11.7,0.8,0.82,27.97,5.7,1015,
11.1,1.3,0.78,45.05,5.9,1015,
11.4,1.5,0.71,138.03,5.9,1016,
12.7,2.4,0.63,324.75,5.8,1016,
14.2,2.2,0.55,224.91,5.5,1016,
14,2.3,0.52,149.92,5.4,1016,
13,2.5,0.52,152.91,5.6,1016,
13.4,2,0.51,335.56,5.8,1015,
14.9,1.5,0.5,304.06,5.8,1015,
15.4,1.9,0.49,125.27,5.7,1015,
14.9,1.4,0.5,200.78,5.6,1015,
15.6,0.7,0.54,166.67,5.7,1015,
15.8,0.2,0.59,120.38,5.7,1014,
14.3,0.2,0.66,22.12,5.5,1015,
12.8,0.2,0.7,0,5.5,1015,
11.2,0.2,0.74,0,5.5,1014,
10.2,0.2,0.78,0,5.5,1015,
10.3,0.1,0.81,0,5.4,1015,
10.9,0.1,0.84,0,5.2,1015,
11.5,0.1,0.88,0,5,1015,
11.2,0.2,0.91,0,5,1015,
10.9,0.3,0.94,0,4.9,1015,
10.8,0.3,0.94,0,4.8,1015,
11,0,0.91,0,5.3,1015,
11.5,0.5,0.85,68.95,5.9,1015,
12.2,1.5,0.78,151.65,6,1016,
13.6,1.7,0.69,258.64,6,1017,
14.6,1.8,0.6,382.86,6,1016,
15.6,1.8,0.54,448.98,5.8,1016,
16.2,1.7,0.5,531.4,5.6,1016,
16.1,1.3,0.46,422.11,5.6,1016,
14.4,1.6,0.45,170.19,5.6,1016,
15.4,1.5,0.46,503.16,5.7,1015,
16.2,1.3,0.46,430.82,5.6,1015,
15.2,1.3,0.48,135.4,5.7,1015,
13.2,0.9,0.52,55.65,5.9,1014,
13.3,0.7,0.56,46.99,5.8,1014,
12.8,0.6,0.6,18.07,5.8,1015,
12.5,0.5,0.64,0,5.7,1015,
12.2,0.7,0.69,0,5.7,1015,
12,0.8,0.74,0,5.6,1014,
11.7,1.1,0.78,0,5.6,1007,
11.6,1.5,0.81,0,5.6,1006,
11.1,1.5,0.83,0,5.7,1006,
10.7,1.5,0.83,0,5.7,1006,
10,1.1,0.84,0,5.8,1005,
9.2,1,0.85,0,5.8,1005,
8.4,0.9,0.85,9.16,5.9,1005,
7.8,1.5,0.88,25.34,6.1,1005,
7.3,2.4,0.9,42.39,6.5,1005,
7.1,3.1,0.89,64.34,6.6,1005,
7.4,2.9,0.85,91.95,6.5,1005,
8.1,3.2,0.81,122.72,6.5,1005,
8.6,3.3,0.79,136.61,6.6,1005,
8.9,3.4,0.77,180.54,6.7,1004,
9.7,2,0.77,210.32,6.7,1004,
9.4,1.8,0.8,138.49,6.9,1004,
9.6,2.5,0.84,159.93,7.1,1004,
10,1.9,0.87,157.56,7.1,1003,
9.9,1.6,0.91,120.05,7.1,1003,
9.7,0.9,0.92,88.92,7.1,1003,
8.2,0.7,0.94,28.85,7,1003,
6.7,1.6,0.94,0,6.9,1003,
6,1.4,0.95,0,6.9,1003,
6.6,2.3,0.96,0,6.8,1002,
6.1,1.8,0.96,0,6.8,1001,
4.9,1.5,0.95,0,6.7,1001,
3.8,1.3,0.97,0,6.7,1000,
3,1.1,0.97,0,6.7,1000,
2.6,0.8,0.97,0,6.7,1000,
1.7,1.4,0.96,0,6.8,999,
1.2,2.6,0.95,16.15,6.9,999,
1.7,2.8,0.91,130.96,6.9,999,
4.6,3.1,0.84,286.66,6.7,999,
7.9,3.6,0.77,454.86,6.4,998,
9.9,3.8,0.76,583.58,6.3,998,
11,4.6,0.79,574.8,6.5,998,
11.7,4.8,0.78,734.96,6.8,998,
11.5,5.5,0.72,653.59,6.7,998,
10.7,4.5,0.65,403.57,6.3,998,
12.4,4.5,0.62,730.72,6.2,998,
12.1,3.4,0.6,459.72,6.3,998,
12.6,2.3,0.58,338.61,6.1,998,
12.1,2.1,0.57,229.74,5.9,998,
10.5,2,0.62,87.95,5.9,998,
8.9,2.1,0.7,31.08,6.2,998,
6.6,2.6,0.78,0,6.4,998,
4.9,2.2,0.83,0,6.5,998,
3.8,2.1,0.86,0,6.5,998,
2.7,0.8,0.87,0,6.4,998,
2.5,0.6,0.9,0,6.2,998,
2,1.3,0.93,0,6.1,998,
1.4,1.4,0.95,0,6.1,998,
1.3,1.4,0.97,0,6,998,
1.3,1.1,0.97,0,6.1,998,
1.5,0.7,0.91,43.05,6.2,998,
3.7,1.2,0.84,135.83,6.5,998,
6.2,3.6,0.75,262.33,6.7,998,
8.5,3.5,0.64,419.53,6.4,998,
11.6,4,0.59,463.04,6,998,
12.9,2.6,0.59,478.53,6,998,
13.1,3.6,0.59,394.1,6.5,998,
13.8,2.8,0.61,451.57,6.9,998,
13.6,4.2,0.58,281.79,6.9,998,
13.5,3.7,0.55,217.66,6.7,997,
13.7,2.4,0.56,260.05,6.8,997,
13.7,3,0.56,249.88,6.8,997,
13.6,1.4,0.6,187.74,6.8,997,
13.1,0.8,0.66,99.78,7.1,996,
12.1,0.6,0.79,28.73,7.6,997,
9.8,0.5,0.93,0,8.1,998,
8.6,0.1,0.96,0,8.2,998,
7.6,0.1,0.98,0,8.4,998,
7.5,0.1,0.99,0,8.5,998,
8,0.4,0.99,0,8.4,998,
8.5,1.2,0.98,0,8.2,998,
8.3,1.4,0.97,0,8,998,
8.1,0.3,0.98,0,7.8,998,
7.7,0.7,0.98,0,7.8,998,
7.5,0.3,0.95,14.87,7.9,998,
7.7,0.1,0.89,81.19,8,999,
9.4,0.1,0.83,163.15,8,1000,
10.2,1,0.77,281.42,8,999,
10.8,1.3,0.72,343.74,8.1,1000,
10.4,1.6,0.65,378.03,8.1,1000,
10.8,1.8,0.61,358.84,8,1000,
10.2,1.9,0.59,299.03,8,999,
9,2,0.56,264.15,8.1,999,
9.2,2,0.55,170.32,8.3,999,
9.2,1.7,0.55,135.08,8.3,999,
9.4,1.2,0.57,214.02,8.3,999,
9.5,0.9,0.59,205.98,8.5,999,
7.9,0.8,0.61,140.03,8.3,999,
7.1,0.5,0.66,30.75,8.3,1000,
6.5,1,0.72,0,8.5,1000,
6.6,0.5,0.76,0,8.4,1000,
5.8,0.4,0.78,0,8.4,1001,
4.9,0.2,0.81,0,8.6,1001,
4,0.4,0.82,0,8.6,1001,
3.6,0.6,0.82,0,8.7,1001,
3.1,0.6,0.82,0,8.8,1001,
3,0.3,0.86,0,8.7,1000,
3.1,0.6,0.91,0,8.6,1001,
3.1,0.7,0.91,30.47,8.7,1002,
4.1,2.4,0.85,89.7,9.3,1002,
5.4,1.9,0.81,180.85,9.4,1001,
6.9,1.7,0.78,265.24,9.4,1002,
8.3,1.3,0.73,427.65,9.8,1003,
9.4,1.7,0.7,491.67,10,1004,
10.5,2.5,0.7,532.69,9.9,1004,
11.7,3.9,0.72,708.85,9.8,1005,
11.8,4,0.78,743.48,9.4,1006,
12.5,4.6,0.82,661.27,9,1007,
12.8,3.2,0.83,640.48,8.8,1009,
13,2.8,0.86,362.37,9.1,1009,
12.9,1.4,0.86,307.27,9.2,1009,
12,1.3,0.84,155.29,8.8,1010,
9.9,0.3,0.83,41.42,8.6,1010,
7.5,0.2,0.82,3.04,8.3,1011,
6.3,0.3,0.83,0,7.8,1011,
6.2,0.3,0.82,0,7.3,1011,
6,0.7,0.83,0,6.9,1011,
5.8,1,0.83,0,6.7,1010,
5.3,0.7,0.84,0,6.7,1010,
4.6,0.5,0.86,0,6.7,1010,
3.5,0.3,0.86,0,6.7,1010,
2.5,0.7,0.87,0,6.7,1009,
2.8,0.7,0.86,31.12,6.9,1009,
4.4,1.7,0.81,107.63,7.1,1009,
6.3,3,0.74,246.8,7.3,1008,
8.9,3.4,0.69,447.01,7.7,1008,
11.3,2.6,0.66,593.69,8.1,1007,
13,4.1,0.63,622.93,8.4,1007,
14.1,4.5,0.59,606.22,8.7,1006,
14.6,3.2,0.56,529.82,8.8,1005,
14.7,3,0.54,495.7,9.1,1004,
15.2,3,0.51,482.85,9.3,1003,
15.3,2.2,0.49,329.29,9.2,1002,
15.2,1.5,0.47,269.54,8.8,1001,
14.6,1.9,0.49,130.23,9,1000,
14.2,1.5,0.55,54.95,8.9,1000,
13.7,0.9,0.58,13.63,8.5,1000,
13.1,0.4,0.65,5.94,8.5,1000,
12.2,0.2,0.72,0,8.4,999,
11.1,0.2,0.75,0,8.5,999,
11,0.2,0.77,0,8.7,998,
11.2,0.2,0.79,0,8.6,998,
11.1,0.2,0.82,0,8.4,998,
10.9,0.1,0.86,0,8.4,997,
10.7,0.2,0.89,0,8.4,996,
10.6,0.1,0.9,0,8.2,995,
10.7,0.1,0.86,16.33,8.7,995,
11.3,0.8,0.79,102.9,9.3,994,
12.3,0.3,0.71,217.29,9.3,994,
13.5,0.4,0.65,196.89,9.5,993,
15.3,1.1,0.62,495.21,9.9,993,
16,0.9,0.6,370.69,10.3,993,
16.5,3.4,0.6,188.81,10.6,993,
16.2,3.2,0.62,131.51,10.9,992,
16.3,4.6,0.66,92.41,11,992,
15.2,4.6,0.69,91.53,10.8,993,
15.3,4.1,0.72,98.27,10.5,992,
15.3,4.1,0.75,72.49,10.3,993,
15.8,3.2,0.74,151.79,9.8,993,
16.3,2.9,0.75,114.95,9.4,993,
15.4,3.2,0.77,27.11,9,994,
